siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords,,,,
s12248,4390824,RPN1,ribophorin I,OST1;RBPH1,NM_002950.3,CR749284.1;CR456742.1;BC007995.1;AK312369.1;AK296905.1;AK223595.1;AK297941.1;BC010839.1;AK297513.1;BG720812.1;Y00281.1,,Silencer® Select,Inventoried,,*,,,,
s24646,4390824,PRKD2,protein kinase D2,HSPC187;PKD2;nPKC-D2,NM_001079881.1;NM_001079882.1;XM_005258716.2;NM_016457.4;NM_001079880.1,AK092896.1;BC015472.1;AF151021.1;AK300339.1;AK074673.1;AK095884.1;AL050147.1;AK303629.1;BC025307.1;AF309082.1;AK075266.1,,Silencer® Select,Inventoried,,*,,,,
s2864,4390824,CDS1,CDP-diacylglycerol synthase 1,CDS,NM_001263.3;XM_017007650.1;XM_017007649.1;XM_005262687.2;XM_017007651.1;XM_017007648.1,BC074881.2;AK314245.1;BC074833.2;U60808.1;U65887.1,,Silencer® Select,Inventoried,,*,,,,
s15396,4390824,MOGS,mannosyl-oligosaccharide glucosidase,CDG2B;CWH41;DER7;GCS1,NM_006302.2;NM_001146158.1;XM_017004877.1;XM_017004876.1,AK313355.1;BC117250.1;AK292553.1;BC117252.1;X87237.1;BC028337.1;AK292719.1,,Silencer® Select,Inventoried,,*,,,,
s55,4390824,NRAS,neuroblastoma RAS viral oncogene homolog,ALPS4;CMNS;N-ras;NCMS;NRAS1;NS6,NM_002524.4,BT019735.1;X02751.1;DA007844.1;BT019734.1;BC005219.1;AF493919.1,,Silencer® Select,Inventoried,,*,,,,
s1447,4390824,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,APE;APE1;APEN;APEX;APX;HAP1;REF1,NM_001244249.1;NM_001641.3;NM_080649.2;NM_080648.2,BX161454.1;X59764.1;BC019291.1;S43127.1;BC008145.1;M81955.1;U79268.1;M80261.1;BT007236.1;AK098588.1;BC095428.1;BC004979.1;D90373.1;BT020133.1;AK291100.1;BC002338.2,,Silencer® Select,Inventoried,,*,,,,
s19560,4390824,DNM1L,dynamin 1 like,DLP1;DRP1;DVLP;DYMPLE;EMPF;HDYNIV,XM_011520543.2;NM_001278466.1;XM_017018664.1;NM_001278465.1;XM_017018665.1;NM_001278464.1;XM_011520544.2;NM_001278463.1;XM_017018663.1;NM_012063.3;XM_005253282.4;NM_012062.4;NM_005690.4,BC107763.1;AB209070.1;AK302565.1;AK299926.1;AK291094.1;AB006965.1;AF151685.1;AF000430.1;BC024590.1;AF061795.1;AK294533.1,,Silencer® Select,Inventoried,,*,,,,
s26490,4390824,DROSHA,drosha ribonuclease III,ETOHI2;HSA242976;RANSE3L;RN3;RNASE3L;RNASEN,NM_013235.4;XM_017009402.1;NM_001100412.1;XM_017009401.1;XM_011514033.2;XM_017009400.1;XM_017009399.1;XM_005248294.3;XM_005248291.3;XM_005248293.3;XM_005248292.3,AK308093.1;AF189011.1;BC041162.1;BC054003.1;AK001121.1;AF116910.1;AB209501.1;BC024261.1;BX647724.1,,Silencer® Select,Inventoried,,*,,,,
s773,4390824,PRKDC,protein kinase, DNA-activated, catalytic polypeptide,DNA-PKcs;DNAPK;DNPK1;HYRC;HYRC1;IMD26;XRCC7;p350,NM_006904.6;NM_001081640.1,U34994.3;U47077.5,,Silencer® Select,Inventoried,,*,,
s26181,4390824,UBE2S,ubiquitin conjugating enzyme E2 S,E2-EPF;E2EPF;EPF5,NM_014501.2;XM_011526752.1,AB062397.1;BC004236.2;BC066948.1;M91670.1;BC065364.1;BC007554.1,,Silencer® Select,Inventoried,,*,,,,
s34981,4390824,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,LCA9;NMNAT;PNAT1,XM_011541971.2;NM_001297779.1;NM_022787.3;XM_017002107.1;NM_001297778.1;XM_017002108.1,AK026065.1;BP309588.1;BC014943.1;BP339298.1;BU948893.1;AK315640.1;AF312734.1;AF314163.1;AF459819.1;AK222920.1,,Silencer® Select,Inventoried,,*,,,,
s34982,4390824,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,LCA9;NMNAT;PNAT1,XM_011541971.2;NM_001297779.1;NM_022787.3;XM_017002107.1;NM_001297778.1;XM_017002108.1,BG751629.1;AK026065.1;BP309588.1;BP339298.1;BC014943.1;BU948893.1;AK315640.1;AF312734.1;AF314163.1;AF459819.1;AK222920.1,,Silencer® Select,Inventoried,,*,,,,
s32995,4390824,CYP20A1,cytochrome P450 family 20 subfamily A member 1,CYP-M,XM_005246701.3;XM_006712644.3;XM_006712645.3;XM_005246699.3;XM_005246698.3;NM_177538.2;XM_017004555.1,AF289579.1;BC020616.1;AK307931.1;BC093022.1;AL832998.1;BC033752.1;AY359068.1;AK297082.1;AF183412.1,,Silencer® Select,Inventoried,,*,,,,
s2526,4390824,CCNE1,cyclin E1,CCNE;pCCNE1,NM_001322259.1;NM_001238.3;NM_001322262.1;XM_011527440.2;NM_001322261.1,KF672848.1;AK291549.1;M74093.1;M73812.1;BC035498.2;KF672847.1;KR134287.1,,Silencer® Select,Inventoried,,*,,,,
s16756,4390824,TNFRSF10B,TNF receptor superfamily member 10b,CD262;DR5;KILLER;KILLER/DR5;TRAIL-R2;TRAILR2;TRICK2;TRICK2A;TRICK2B;TRICKB;ZTNFR9,NR_027140.1;XM_017013944.1;NM_003842.4;NM_147187.2,AY358277.1;AF192548.1;CR541898.1;BX538104.1;AF016268.1;AF012535.1;BX537617.1;BC001281.1;AF018658.1;FJ200482.1;AF020501.1;AK298602.1;CX870630.1;AB451272.1;AF016849.1;AK296128.1;AF153687.1;AF012628.1;AF022386.1;AF016266.1;AK291216.1;AF018657.1;BX538179.1;AB451399.1,,Silencer® Select,Inventoried,,*,,,,
s9058,4390824,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,HMAG;MS;cblG,NM_000254.2;XM_011544194.2;XM_017001330.1;XM_017001329.1;XM_006711770.2;XM_005273141.4;NM_001291939.1;NM_001291940.1,AK299904.1;BX641132.1;U73338.1;BC130616.1;AK307390.1;BC144098.1;BC144097.1;U71285.1;U75743.1;BC144095.1;BC136440.1,,Silencer® Select,Inventoried,,*,,,,
s4121,4390824,DLG1,discs large MAGUK scaffold protein 1,DLGH1;SAP-97;SAP97;dJ1061C18.1.1;hdlg,XM_017005820.1;XM_017005818.1;XM_011512503.1;XM_017005824.1;XM_017005822.1;XM_017005803.1;XM_017005801.1;XM_017005807.1;NM_001290983.1;XM_017005805.1;XM_017005811.1;XM_011512506.1;NM_001204387.1;NM_001098424.1;XM_017005809.1;XM_017005815.1;XM_017005813.1;XM_017005819.1;XM_017005817.1;XM_011512502.2;XM_017005823.1;XM_005269289.3;XM_017005821.1;XM_011512509.1;XM_017005800.1;XM_017005804.1;XM_017005802.1;XM_017005808.1;XM_017005806.1;XM_011512505.1;NM_001204388.1;XM_017005812.1;XM_017005810.1;NM_004087.2;XM_017005816.1;NM_001204386.1;XM_017005814.1,AK294855.1;AK310893.1;U13896.1;BC140841.1;U13897.1;AK304280.1;EF553524.1;AK293967.1;AK310596.1;BC144651.1;AB209536.2;AK294772.1,,Silencer® Select,Inventoried,,*,,,,
s547,4390824,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,ERD2;ERD2.1;HDEL;PM23,NM_006801.2,X55885.1;BC018778.1;AK075185.1;AB097047.1;AK312647.1;BC008958.2,,Silencer® Select,Inventoried,,*,,,,
s1603,4390824,ARL1,ADP ribosylation factor like GTPase 1,ARFL1,NM_001177.5,BC007000.1;CD686919.1;AK299062.1;AK311793.1;L28997.1;DC343685.1;AL701988.1;AK301701.1;AF493887.1;BT007260.1;BX537387.1,,Silencer® Select,Inventoried,,*,,,,
s24407,4390824,KIF4A,kinesin family member 4A,KIF4;KIF4G1;MRX100,NM_012310.4,AF071592.2;AK022717.1;BC050548.1;AJ271784.1;BC003664.2;AF179308.1;AK313133.1;AK022592.1;BC038459.1;AK024266.1;AB208797.1;AF277375.1,,Silencer® Select,Inventoried,,*,,,,
s34527,4390824,OSGEPL1,O-sialoglycoprotein endopeptidase-like 1,Qri7,XM_005246766.3;XM_017004676.1;XM_017004677.1;XM_017004678.1;XM_011511631.1;XM_006712686.1;NM_022353.2;XM_017004683.1;XM_017004685.1;XM_006712685.1;XM_017004679.1;XM_017004680.1;XM_017004682.1,AJ295148.1;AK294841.1;AK314565.1;AK055441.1;BC011904.2,,Silencer® Select,Inventoried,,*,,,,
s21197,4390824,IQGAP2,IQ motif containing GTPase activating protein 2,,XM_005248410.2;NM_001285462.1;NM_001285461.1;NM_006633.3;XM_011543108.1;NM_001285460.1;XM_005248414.1;XM_017008960.1,AK302981.1;AK302510.1;AK307626.1;AY351902.1;AB208856.1;AK303054.1;U51903.1;AK291066.1,,Silencer® Select,Inventoried,,*,,,,
s23660,4390824,ARHGEF12,Rho guanine nucleotide exchange factor 12,LARG;PRO2792,XM_017017421.1;NM_001198665.1;XM_017017420.1;NM_001301084.1;XM_011542720.2;XM_006718805.3;NM_015313.2;XM_017017422.1,AK294803.1;AB002380.2;AK304316.1;AF180681.1;BX648515.1;BC063117.1;BX647785.1,,Silencer® Select,Inventoried,,*,,,,
s1686,4390824,ASS1,argininosuccinate synthase 1,ASS;CTLN1,NM_054012.3;XM_011518705.2;XM_005272200.3;NM_000050.4;XM_017014729.1,BC009243.2;X01630.1;AK027126.1;BC021676.1;BC013224.1;KU177926.1;AK315093.1;KU177923.1;AK293114.1;KU177924.1;AK304625.1,,Silencer® Select,Inventoried,,*,,,,
s10357,4390824,PFKFB3,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3,IPFK2;PFK2;iPFK-2,NM_001314063.1;XM_017016325.1;NM_001323017.1;XM_017016326.1;NM_001323016.1;XM_017016327.1;NM_001145443.2;XM_017016328.1;XM_017016329.1;XM_011519493.1;NM_004566.3;XM_005252464.1;NM_001282630.2,L77662.1;AK291263.1;BC040482.1;D49817.1;BC037258.1;AK303039.1;AK304450.1;AF056320.1;AF109735.1,,Silencer® Select,Inventoried,,*,,,
s36064,4390824,FN3KRP,fructosamine 3 kinase related protein,FN3KL,NR_046408.1;NM_024619.3,AY360465.1;AK022233.1;BC007611.1;AL136631.1;DA019669.1;AK293523.1;AK301958.1;AK315373.1;BC014408.1;CR533461.1,,Silencer® Select,Inventoried,,*,,,,
s18148,4390824,CHST3,carbohydrate sulfotransferase 3,C6ST;C6ST1;HSD,XM_006718075.3;NM_004273.4;XM_011540369.2,BC104856.1;BC093690.1;AB012192.1;AB017915.1,,Silencer® Select,Inventoried,,*,,,,
s11769,4390824,RAN,RAN, member RAS oncogene family,ARA24;Gsp1;TC4,NM_006325.4;XM_017019773.1;XM_017019772.1;NM_001300797.1;NM_001300796.1,AF501887.1;AK300934.1;CR450347.1;BT007271.1;AB062399.1;BC022813.1;AK312466.1;AF052578.1;BC072000.1;BC016654.1;BC014518.2;AK316193.1;BC000852.1;BC051908.2;M31469.1;AL357616.1;BC014901.2;BC004272.1,,Silencer® Select,Inventoried,,*,,,
s14601,4390824,UBE2V2,ubiquitin conjugating enzyme E2 V2,DDVIT1;DDVit-1;EDAF-1;EDPF-1;EDPF1;MMS2;UEV-2;UEV2,XM_017013808.1;XM_005251300.2;NM_003350.2;XM_011517583.2,CR407628.1;BC016710.1;BC062418.1;U62136.2;AK313447.1;BC028673.1;BC016332.1;AF049140.1;BT006744.1;BC007051.1;X98091.1;AK094617.1,,Silencer® Select,Inventoried,,*,,,,
s37,4390824,AP2B1,adaptor related protein complex 2 beta 1 subunit,ADTB2;AP105B;AP2-BETA;CLAPB1,XM_011524448.1;NM_001030006.1;XM_011524453.1;NM_001282.2;XM_017024284.1;XM_017024285.1;XM_017024286.1;XM_011524449.2;XM_017024287.1;XM_011524450.1;XM_005257941.2;XM_011524451.1;XM_011524452.1;XM_005257938.2;XM_005257937.3;XM_011524454.1;XM_011524455.2,AK289528.1;AY341427.1;AK292531.1;CR749392.1;AK301522.1;BC012150.1;AK304126.1;BC006201.2;M34175.1,,Silencer® Select,Inventoried,,*,,,,
s14723,4390824,USP1,ubiquitin specific peptidase 1,UBP,NM_003368.4;NM_001017416.1;NM_001017415.1,AB014458.1;BC018745.1;BC032364.1;AB208893.1;AK312423.1;AL117575.1;AF117386.1;BC023216.1;BC050525.1,,Silencer® Select,Inventoried,,*,,,,
s981,4390824,ACVR2A,activin A receptor type 2A,ACTRII;ACVR2,NM_001278580.1;NM_001278579.1;NM_001616.4,X63128.1;D31770.1;BC069707.1;X62381.1;BC067417.1;BC067418.1;AK301629.1;AK314124.1;M93415.1,,Silencer® Select,Inventoried,,*,,,,
s14138,4390824,TIAM1,T-cell lymphoma invasion and metastasis 1,,XM_005261037.1;XM_005261038.2;XM_017028453.1;XM_005261040.2;XM_011529713.1;XM_017028448.1;XM_017028447.1;XM_017028452.1;NM_003253.2;XM_017028451.1;XM_011529711.1;XM_017028450.1;XM_011529712.1;XM_017028449.1,AK093621.1;BC143970.1;AB209101.1;U16296.1;BC117192.1;X86351.1;BC143980.1;BC117196.1,,Silencer® Select,Inventoried,,*,,,,
s14683,4390824,USP4,ubiquitin specific peptidase 4,UNP;Unph,NM_003363.3;NM_199443.2,AF017305.1;AK127055.1;AK291795.1;BC125130.1;AK223292.1;BC125131.1;AK222725.1;AF017306.1;U20657.1,,Silencer® Select,Inventoried,,*,,,,
s7198,4390824,IFNGR2,interferon gamma receptor 2 (interferon gamma transducer 1),AF-1;IFGR2;IFNGT1;IMD28,XM_005260969.2;XM_011529553.1;XM_011529554.2;NM_005534.3,U05875.1;AK314005.1;U05877.1;BC003624.2;AK292246.1,,Silencer® Select,Inventoried,,*,,,,
s1810,4390824,ATP6V0A1,ATPase H+ transporting V0 subunit a1,ATP6N1;ATP6N1A;Stv1;VPP1;Vph1;a1,XM_005257459.1;NM_001130020.1;NM_001130021.1;XM_017024766.1;XM_017024767.1;XM_017024768.1;XM_017024769.1;XM_017024770.1;XM_017024771.1;XM_005257463.2;XM_017024772.1;XM_017024773.1;XM_017024774.1;XM_011524908.1;NM_005177.3;XM_005257461.1,AK295682.1;AK294512.1;AK294789.1;BX648978.1;BC032398.1;L78933.1;AK299784.1;Z71460.1;CR627443.1;AK316305.1;AK223554.1,,Silencer® Select,Inventoried,,*,,,,
s1088,4390824,ADORA2A;SPECC1L-ADORA2A,adenosine A2a receptor;SPECC1L-ADORA2A readthrough (NMD candidate),A2aR;ADORA2;RDC8,NR_103543.1;NR_103544.1;NM_000675.5;NM_001278498.1;NM_001278497.1;NR_103546.1;NM_001278500.1;NM_001278499.1,BG686029.1;AY136747.1;M97370.1;BC013780.1;KJ534761.1;AK123058.1;AK289871.1;CN408252.1;AK301420.1;AB209022.1;DA687739.1;AK312946.1;CR456367.1;BT006999.1,,Silencer® Select,Inventoried,,*,,,,
s7623,4390824,ITPK1,inositol-tetrakisphosphate 1-kinase,ITRPK1,XM_017021263.1,BC003622.2;BC007428.2;AK293515.1;BX420122.2;AF279372.1;CB997740.1;BC018192.1;BQ434653.1;U51336.1,,Silencer® Select,Inventoried,,*,,,,
s1523,4390824,AQP3,aquaporin 3 (Gill blood group),AQP-3;GIL,NM_001318144.1;NM_004925.4,AB001325.1;BT007199.1;AK095363.1;AK303206.1;AK292208.1;CR542025.1;AJ493597.1;AK315760.1;CR541991.1;BC013566.1,,Silencer® Select,Inventoried,,*,,,,
s29925,4390824,ULK4,unc-51 like kinase 4,FAM7C1;REC01035,NM_001322500.1;NM_017886.3;XM_017006712.1;XM_011533880.2;XM_011533874.2;XM_017006711.1;NM_001322501.1,AK304341.1;AK093396.1,,Silencer® Select,Inventoried,,*,,,,
s27614,4390824,TUBE1,tubulin epsilon 1,TUBE;dJ142L7.2,NM_016262.4;XM_017010918.1,AF201334.1;BC025405.2;AK026242.1;BC031101.1;DA160210.1,,Silencer® Select,Inventoried,,*,,,,
s1719,4390824,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,,NM_000701.7;XM_017001361.1;XM_017001360.1;NM_001160234.1;NM_001160233.1,AK293689.1;AK296362.1;AK295095.1;AK314777.1;BC050359.1;AK296384.1;AK308418.1;U16798.1;AL531892.3;BC003077.2,,Silencer® Select,Inventoried,,*,,,,
s4634,4390824,ELK1,ELK1, ETS transcription factor,,NM_001114123.2;XM_017029339.1;NM_005229.4;NM_001257168.1,AB209047.1;AF000672.1;AK312984.1;AB016193.1;BC048296.1;CR542252.1;M25269.1;BC056150.1,,Silencer® Select,Inventoried,,*,,,
s14957,4390824,YES1,YES proto-oncogene 1, Src family tyrosine kinase,HsT441;P61-YES;Yes;c-yes,XM_017025960.1;NM_005433.3,AK314063.1;BC048960.1;M15990.1,,Silencer® Select,Inventoried,,*,,,
s14630,4390824,UCP2,uncoupling protein 2,BMIQ4;SLC25A8;UCPH,NM_003355.2,AK025742.1;U76367.1;AK222540.1;AK222557.1;U94592.1;BC011737.2;U82819.1,,Silencer® Select,Inventoried,,*,,,,
s11380,4390824,PSMC5,proteasome 26S subunit, ATPase 5,S8;SUG-1;SUG1;TBP10;TRIP1;p45;p45/SUG,NM_002805.5;NM_001199163.1,BP209525.1;BC127888.1;L38810.1;AK291878.1;BC002367.2;D44467.1;AF035309.1;AK290758.1;AK095836.1;BF245599.1;BC001932.1;AK098484.1;DA056321.1,,Silencer® Select,Inventoried,,*,,,
s35893,4390824,ADIPOR2,adiponectin receptor 2,ACDCR2;PAQR2,XM_005253789.1;NM_024551.2;XM_006719018.2;XM_011521024.2,AK128511.1;BC051858.2;AK127196.1;AY424280.1,,Silencer® Select,Inventoried,,*,,,,
s2347,4390824,CALM3,calmodulin 3,HEL-S-72;PHKD;PHKD3,NM_005184.2,AK094964.1;BC005137.2;BT006855.1;AK295927.1;J04046.1;AK310762.1;BC006182.1;FJ224310.1;BG753029.1,,Silencer® Select,Inventoried,,*,,,,
s7452,4390824,INPP4A,inositol polyphosphate-4-phosphatase type I A,INPP4;TVAS1,XM_006712499.3;XM_006712500.3;XM_006712501.3;NM_001566.2;NM_001134224.1;XM_011511122.2;XM_011511125.2;XM_011511124.2;XM_017003993.1;XM_017003994.1;XM_017003995.1;NM_001134225.1;XM_006712506.3;XM_017004000.1;XM_006712507.3;XM_017004001.1;XM_006712508.3;XM_017004002.1;XM_017004003.1;XM_006712502.3;XM_017003996.1;XM_006712503.3;NM_004027.2;XM_017003997.1;XM_006712504.3;XM_017003998.1;XM_011511123.2;XM_006712505.3;XM_017003999.1,AF368319.1;U96919.1;U26398.1;BC028361.2;AK307823.1,,Silencer® Select,Inventoried,,*,,,,
s12477,4390824,SAT1,spermidine/spermine N1-acetyltransferase 1,DC21;KFSD;KFSDX;SAT;SSAT;SSAT-1,XM_017029720.1;NR_027783.2;NM_002970.3,AF251292.1;CR450294.1;BT006825.1;AY841998.1;AK312162.1;BC008424.1;BC002503.2;M77693.1;CD516700.1;M55580.1;AL050290.1,,Silencer® Select,Inventoried,,*,,,,
s1522,4390824,AQP3,aquaporin 3 (Gill blood group),AQP-3;GIL,NM_001318144.1;NM_004925.4,AB001325.1;AJ493597.1;CR542025.1;DA976040.1;CR541991.1;BT007199.1;AK095363.1;AK303206.1;AK292208.1;AK315760.1;BC013566.1,,Silencer® Select,Inventoried,,*,,,,
s11081,4390824,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1,AMPKG,NM_001206709.1;NM_001206710.1;XM_005269019.4;XM_005269020.2;XM_011538562.2;XM_017019623.1;XM_017019622.1;XM_006719499.2;NM_002733.4,AK097606.1;AK293332.1;BT007345.1;BC000358.2,,Silencer® Select,Inventoried,,*,,,,
s13783,4390824,TAP2,transporter 2, ATP binding cassette subfamily B member,ABC18;ABCB3;APT2;D6S217E;PSF-2;PSF2;RING11,NM_001290043.1;NM_018833.2;NM_000544.3,AK222823.1;BC002751.2;AK225657.1;AF176984.1;M84748.1;AK225693.1;AF105151.1;AB208953.1;AF078671.1;Z22936.1;U07844.1;Z22935.1;AK292963.1;M74447.1;AK223300.1;AB073779.1;FM246456.1;BT009906.1,,Silencer® Select,Inventoried,,*,,,
s17016,4390824,MTMR2,myotubularin related protein 2,CMT4B;CMT4B1,XM_005274375.2;XM_005274374.2;NM_001243571.1;XM_011543059.2;NM_201278.2;NM_016156.5;XM_011543058.2;XM_017018517.1;NM_201281.2;XM_017018518.1;XM_006718935.2;XM_006718934.2;XM_006718936.3,AK293243.1;AK291277.1;BC052990.1;BC040432.1;AK027038.1;BC034474.1;AK302940.1;BX647997.1;AB028996.1,,Silencer® Select,Inventoried,,*,,,,
s27665,4390824,CPA4,carboxypeptidase A4,CPA3,NM_016352.3;NM_001163446.1,AK299023.1;BC052289.1;AF095719.1;AK290993.1;AY358699.1;AK298550.1,,Silencer® Select,Inventoried,,*,,,,
s16787,4390824,TRIM24,tripartite motif containing 24,PTC6;RNF82;TF1A;TIF1;TIF1A;TIF1ALPHA;hTIF1,NM_003852.3;NM_015905.2,BC028689.2;AF009353.1;AK302679.1;AF119042.1;AK075306.1,,Silencer® Select,Inventoried,,*,,,,
s19630,4390824,UST,uronyl 2-sulfotransferase,2OST,NM_005715.2;XM_017010152.1;XM_011535378.2,AK292922.1;AB020316.1;AK315320.1;BC093694.1;BC093668.1,,Silencer® Select,Inventoried,,*,,,,
s3084,4390824,CKB,creatine kinase B,B-CK;BCK;CKBB;HEL-211;HEL-S-29,NM_001823.4;XM_017020951.1;XM_017020952.1,KU177977.1;AK290101.1;M16364.1;M16451.1;KU177978.1;L47647.1;BC008323.1;EU794629.1;BC010002.2;AK312282.1;BC001190.1;FJ224337.1;BC004914.2;BC019281.1;BC019259.1;CR542268.1,,Silencer® Select,Inventoried,,*,,,,
s386,4390824,MELK,maternal embryonic leucine zipper kinase,HPK38,XM_011518080.1;XM_011518077.1;XM_011518076.2;NR_046337.1;XM_011518079.1;XM_011518078.2;XM_011518085.1;XM_011518084.2;XM_011518081.2;NM_001256689.1;NM_001256690.1;NM_001256687.1;XM_011518083.2;XM_011518082.2;NM_001256688.1;NM_001256693.1;NM_001256691.1;NM_001256692.1;NM_001256685.1;XM_011518086.2;NM_014791.3,AB183428.1;AB183427.1;AK300821.1;D79997.1;AK293284.1;AK302374.1;AK222811.1;AK309470.1;AK301131.1;AK296820.1;AK293423.1;AK293447.1;AK300761.1;AK299164.1;BC014039.2,,Silencer® Select,Inventoried,,*,,,,
s2345,4390824,CALM2,calmodulin 2,CAMII;LQT15;PHKD;PHKD2;caM,NM_001305625.1;NM_001305626.1;NM_001743.5;NM_001305624.1,D45887.1;BG563041.1;BC018677.1;BC006464.1;AK315694.1;BC003354.1;HY108355.1;CR541990.1;AK055130.1;BP370358.1;BC026065.1;HY022313.1;BC017385.1;CR542021.1;BT009916.1;BC008437.1,,Silencer® Select,Inventoried,,*,,,,
s16863,4390824,GGH,gamma-glutamyl hydrolase,GH,NM_003878.2;XM_011517623.2,AK301094.1;U55206.1;AK290450.1;BC025025.1,,Silencer® Select,Inventoried,,*,,,,
s11527,4390824,PTPN13,protein tyrosine phosphatase, non-receptor type 13,FAP-1;PNP1;PTP-BAS;PTP-BL;PTP1E;PTPL1;PTPLE;hPTP1E,NM_080685.2;XM_017008514.1;XM_017008515.1;XM_017008516.1;NM_006264.2;NM_080683.2;XM_011532165.1;NM_080684.2;XM_017008511.1;XM_017008512.1;XM_017008513.1,D21211.1;X80289.1;AF233323.1;BX647553.1;U12128.1;X79676.1;BC140777.1;D21209.1;BC039610.1;D21210.1;L34583.1;AB208904.1,,Silencer® Select,Inventoried,,*,,,
s21660,4390824,SLC27A2,solute carrier family 27 member 2,ACSVL1;FACVL1;FATP2;HsT17226;VLACS;VLCS;hFACVL1,NM_001159629.1;NM_003645.3,BC057770.1;AF096290.1;AK222859.1;AK123905.1;D88308.1;AK223145.1;AK290262.1,,Silencer® Select,Inventoried,,*,,,,
s12274,4390824,RPS6KA1,ribosomal protein S6 kinase A1,HU-1;MAPKAPK1A;RSK;RSK1;p90Rsk,XM_005245966.4;NM_001006665.1;NM_002953.3,BC014966.1;AK092955.1;AK315730.1;AK294818.1;L07597.1;AK292722.1;AK299007.1,,Silencer® Select,Inventoried,,*,,,,
s4197,4390824,DNASE2,deoxyribonuclease II, lysosomal,DNASE2A;DNL;DNL2,NM_001375.2,AK075449.1;AF060222.1;AF047016.1;AK315358.1;FJ752529.1;BT007047.1;AB004574.1;BX394955.2;AK297493.1;AK311145.1;AF045937.1;BC010419.2;BC065209.1,,Silencer® Select,Inventoried,,*,,,
s24363,4390824,PITPNB,phosphatidylinositol transfer protein beta,PI-TP-beta;PtdInsTP;VIB1B,NM_001284278.1;NM_001284277.1;XM_011530052.2;XM_017028707.1;NM_012399.4,D30037.1;AK313064.1;CR456541.1;BC018704.1;HY176246.1;BC031427.1;AK302367.1;BU147254.1,,Silencer® Select,Inventoried,,*,,,,
s34602,4390824,PAPD5,PAP associated domain containing 5,TRF4-2,XM_005256092.4;NM_001040285.2;XM_011523276.2;XM_011523278.2;NM_001040284.2;XM_011523275.2;XM_017023555.1;XM_005256093.4,AK300918.1;DN994465.1;AK097589.1;FR872509.1,,Silencer® Select,Inventoried,,*,,,,
s343,4390824,MBTPS2,membrane bound transcription factor peptidase, site 2,BRESEK;IFAP;KFSD;KFSDX;OLMSX;S2P,NM_015884.3,AF019612.1;AK292933.1;AK312474.1,,Silencer® Select,Inventoried,,*,,,
s28982,4390824,ANLN,anillin actin binding protein,FSGS8;Scraps;scra,XM_017012354.1;XM_017012355.1;NM_018685.4;NM_001284302.2;XM_017012356.1;XM_006715746.1;NM_001284301.2;XM_006715747.3,AK299803.1;AK291254.1;BQ434804.1;AF273437.1;BC070066.1,,Silencer® Select,Inventoried,,*,,,,
s963,4390824,ACTL6A,actin like 6A,ACTL6;ARPN-BETA;Arp4;BAF53A;INO80K,NM_178042.3;NM_004301.4;NM_177989.3,BC036371.1;BC001391.2;AB061315.1;AK021756.1;CR533529.1;AF041474.1;AL136608.1;AB060168.1;AB015907.1;AK223212.1;BC000949.2;AK098691.1,,Silencer® Select,Inventoried,,*,,,,
s30700,4390824,RFK,riboflavin kinase,RIFK,NM_018339.5,AK002011.1;BC007069.1;AK315734.1;BF979572.1;DA154523.1,,Silencer® Select,Inventoried,,*,,,,
s12285,4390824,RPS6KB2,ribosomal protein S6 kinase B2,KLS;P70-beta;P70-beta-1;P70-beta-2;S6K-beta2;S6K2;SRK;STK14B;p70(S6K)-beta;p70S6Kb,XM_006718656.3;XM_006718655.3;XM_006718657.1;NM_003952.2;XM_005274165.4;XM_017018108.1;XM_005274164.1,AF076931.1;AB016869.1;BX337895.2;BC000094.2;BC006106.1;AK297527.1;BC136564.1;AB208827.1;AB019245.1;AF099739.1,,Silencer® Select,Inventoried,,*,,,,
s2513,4390824,CCNA2,cyclin A2,CCN1;CCNA,NM_001237.3,BC104783.1;AK291931.1;X51688.1;CR407692.1;BC104787.1,,Silencer® Select,Inventoried,,*,,,,
s25935,4390824,NAAA,N-acylethanolamine acid amidase,ASAHL;PLT,XM_005262923.2;XM_005262924.2;XM_005262925.3;NM_001042402.1;XM_006714180.2;XM_017008027.1;NM_014435.3;XM_017008028.1;XM_017008029.1;XM_017008030.1;XM_005262920.3;XM_005262921.3;XM_011531854.2;XM_011531852.2,BM763257.1;AK309271.1;M92449.1;BC006388.2;AB161353.1;AK301132.1;AK024677.1,,Silencer® Select,Inventoried,,*,,,,
s2477,4390824,CBL,Cbl proto-oncogene,C-CBL;CBL2;FRA11B;NSLL;RNF55,NM_005188.3;XM_017018511.1,BC136463.1;X57110.1;BC132733.1,,Silencer® Select,Inventoried,,*,,,,
